Using single process time series.
Load robot driver configuration from file '/home/install/robot_fingers/share/robot_fingers/config/trifingeredu.yml'
Configuration:
	 can_ports: can4 can5 can0 can1 can2 can3
	 max_current_A: 2
	 has_endstop: 1
	 move_to_position_tolerance_rad: 0.05
	 homing_method: next_index
	 calibration:
		 endstop_search_torques_Nm: -0.1 -0.1  0.1 -0.1 -0.1  0.1 -0.1 -0.1  0.1
		 move_steps: 1500
	 safety_kd: 0.08 0.08 0.04 0.08 0.08 0.04 0.08 0.08 0.04
	 position_control_gains:
		 kp: 3 3 3 3 3 3 6 6 3
		 kd: 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
	 hard_position_limits_
		 lower:   -2 -1.4 -3.2   -2 -1.4 -3.2   -2 -1.4 -3.2
		 upper: 1.6 1.8 3.2 1.6 1.8 3.2 1.6 1.8 3.2
	 soft_position_limits_
		 lower: -1.6 -1.2   -3 -1.6 -1.2   -3 -1.6 -1.2   -3
		 upper:   1 1.6   3   1 1.6   3   1 1.6   3
	 home_offset_rad: 0 0 0 0 0 0 0 0 0
	 initial_position_rad: 0 0 0 0 0 0 0 0 0
	 shutdown_trajectory:
		 None
	 run_duration_logfiles:
		 None

Set returned by pthread_getaffinity_np() contained: CPU 6, 
Set returned by pthread_getaffinity_np() contained: CPU 7, 
Set returned by pthread_getaffinity_np() contained: CPU 8, 
Set returned by pthread_getaffinity_np() contained: CPU 9, 
Set returned by pthread_getaffinity_np() contained: CPU 10, 
Set returned by pthread_getaffinity_np() contained: CPU 11, 
Set returned by pthread_getaffinity_np() contained: CPU 6, 
Set returned by pthread_getaffinity_np() contained: CPU 7, 
Set returned by pthread_getaffinity_np() contained: CPU 8, 
Set returned by pthread_getaffinity_np() contained: CPU 9, 
Set returned by pthread_getaffinity_np() contained: CPU 10, 
Set returned by pthread_getaffinity_np() contained: CPU 11, 
waiting for board and motors to be ready 
board and motors are ready 
waiting for board and motors to be ready 
board and motors are ready 
waiting for board and motors to be ready 
board and motors are ready 
waiting for board and motors to be ready 
board and motors are ready 
waiting for board and motors to be ready 
board and motors are ready 
waiting for board and motors to be ready 
board and motors are ready 
Start homing.
joint id: 0, measured_angle: 0.004375, target_angle: 0.004675, newest_measurement_index: 6016, sent_torque: 0.000000, measured_torque: -0.005292
joint id: 1, measured_angle: -0.001797, target_angle: -0.001497, newest_measurement_index: 6047, sent_torque: 0.000000, measured_torque: 0.010779
joint id: 2, measured_angle: -0.002146, target_angle: -0.002446, newest_measurement_index: 6047, sent_torque: 0.000000, measured_torque: 0.012585
joint id: 3, measured_angle: -0.010411, target_angle: -0.010111, newest_measurement_index: 6054, sent_torque: 0.000000, measured_torque: 0.002640
joint id: 4, measured_angle: -0.011247, target_angle: -0.010947, newest_measurement_index: 6128, sent_torque: 0.000000, measured_torque: -0.015163
joint id: 5, measured_angle: 0.015727, target_angle: 0.015427, newest_measurement_index: 6128, sent_torque: 0.000000, measured_torque: 0.001097
joint id: 6, measured_angle: 0.009152, target_angle: 0.009452, newest_measurement_index: 5741, sent_torque: 0.000000, measured_torque: 0.000552
joint id: 7, measured_angle: 0.009485, target_angle: 0.009785, newest_measurement_index: 5814, sent_torque: 0.000000, measured_torque: 0.001926
joint id: 8, measured_angle: 0.026816, target_angle: 0.026516, newest_measurement_index: 5814, sent_torque: 0.000000, measured_torque: 0.002745
joint id: 0, measured_angle: 0.004375, target_angle: 0.004975, newest_measurement_index: 6016, sent_torque: 0.000900, measured_torque: -0.005292
joint id: 1, measured_angle: -0.001797, target_angle: -0.001197, newest_measurement_index: 6047, sent_torque: 0.000900, measured_torque: 0.010779
joint id: 2, measured_angle: -0.002146, target_angle: -0.002746, newest_measurement_index: 6047, sent_torque: -0.000900, measured_torque: 0.012585
joint id: 3, measured_angle: -0.010411, target_angle: -0.009811, newest_measurement_index: 6054, sent_torque: 0.000900, measured_torque: 0.002640
joint id: 4, measured_angle: -0.011247, target_angle: -0.010647, newest_measurement_index: 6128, sent_torque: 0.000900, measured_torque: -0.015163
joint id: 5, measured_angle: 0.015727, target_angle: 0.015127, newest_measurement_index: 6128, sent_torque: -0.000900, measured_torque: 0.001097
joint id: 6, measured_angle: 0.009152, target_angle: 0.009752, newest_measurement_index: 5741, sent_torque: 0.001800, measured_torque: 0.000552
joint id: 7, measured_angle: 0.009485, target_angle: 0.010085, newest_measurement_index: 5814, sent_torque: 0.001800, measured_torque: 0.001926
joint id: 8, measured_angle: 0.026816, target_angle: 0.026216, newest_measurement_index: 5814, sent_torque: -0.000900, measured_torque: 0.002745
